year,geo,country_name,ceparema,activity,inv_gov,inv_corp_spec,inv_corp_anc,inv_corp_total,inv_total
2017,FI,Finland,CEPA7,Protection against radiation (excluding external safety),900000.0,,0.0,0.0,900000.0
2017,LV,Latvia,CEPA1,Protection of ambient air and climate,4900000.0,200000.0,,200000.0,5100000.0
2016,CH,Switzerland,CEPA9,Other environmental protection activities,,11000000.0,,11000000.0,11000000.0
2019,AT,Austria,CEPA7,Protection against radiation (excluding external safety),100000.0,100000.0,0.0,100000.0,200000.0
2018,LV,Latvia,CEPA2,Wastewater management,1100000.0,16300000.0,2100000.0,18400000.0,19500000.0
2020,SI,Slovenia,CEPA112_122,Protection of climate and ozone layer,,0.0,56300000.0,56300000.0,56300000.0
2017,PT,Portugal,CEPA3,Waste management,12700000.0,91700000.0,9500000.0,101200000.0,113900000.0
2017,LT,Lithuania,CEPA6,Protection of biodiversity and landscapes,6100000.0,0.0,300000.0,300000.0,6400000.0
2017,FI,Finland,CEPA5,Noise and vibration abatement (excluding workplace protection),14900000.0,0.0,1800000.0,1800000.0,16700000.0
2015,IE,Ireland,CEPA3,Waste management,22400000.0,45000000.0,6900000.0,51900000.0,74300000.0
2021,CH,Switzerland,CEPA4,"Protection and remediation of soil, groundwater and surface water",34500000.0,2000000.0,38500000.0,40500000.0,75000000.0
2017,BE,Belgium,CEPA3,Waste management,216800000.0,694800000.0,25000000.0,719800000.0,936600000.0
2022,NO,Norway,CEPA4,"Protection and remediation of soil, groundwater and surface water",500000.0,1000000.0,,1000000.0,1500000.0
2015,RO,Romania,CEPA3,Waste management,404300000.0,53800000.0,37000000.0,90800000.0,495100000.0
2016,NO,Norway,CEPA8,Environmental research and development,6200000.0,,1300000.0,1300000.0,7500000.0
2018,RO,Romania,CEPA1,Protection of ambient air and climate,1700000.0,100000.0,192400000.0,192500000.0,194200000.0
2016,FI,Finland,CEPA9,Other environmental protection activities,9800000.0,,,0.0,9800000.0
2022,AT,Austria,CEPA3,Waste management,31800000.0,392900000.0,,392900000.0,424700000.0
2014,RO,Romania,CEPA1,Protection of ambient air and climate,79500000.0,100000.0,221600000.0,221700000.0,301200000.0
2022,CH,Switzerland,CEPA6,Protection of biodiversity and landscapes,48200000.0,9600000.0,58000000.0,67600000.0,115800000.0
2021,RO,Romania,CEPA9,Other environmental protection activities,16400000.0,0.0,6300000.0,6300000.0,22700000.0
2014,CH,Switzerland,CEPA5,Noise and vibration abatement (excluding workplace protection),17200000.0,0.0,,0.0,17200000.0
2020,AT,Austria,CEPA2,Wastewater management,7900000.0,473600000.0,,473600000.0,481500000.0
2022,SI,Slovenia,CEPA3,Waste management,11400000.0,13200000.0,,13200000.0,24600000.0
2022,FI,Finland,CEPA7,Protection against radiation (excluding external safety),500000.0,0.0,300000.0,300000.0,800000.0
2016,SE,Sweden,CEPA1,Protection of ambient air and climate,49500000.0,0.0,,0.0,49500000.0
2021,AT,Austria,CEPA8,Environmental research and development,45700000.0,57300000.0,,57300000.0,103000000.0
2016,FI,Finland,CEPA3,Waste management,200000.0,203000000.0,,203000000.0,203200000.0
2018,BG,Bulgaria,CEPA9,Other environmental protection activities,3300000.0,0.0,3400000.0,3400000.0,6700000.0
2019,DE,Germany,CEPA6,Protection of biodiversity and landscapes,172000000.0,0.0,48600000.0,48600000.0,220600000.0
2019,LT,Lithuania,CEPA6,Protection of biodiversity and landscapes,14700000.0,200000.0,0.0,200000.0,14900000.0
2022,SE,Sweden,CEPA1,Protection of ambient air and climate,38500000.0,0.0,,0.0,38500000.0
2020,AT,Austria,CEPA8,Environmental research and development,39400000.0,59400000.0,,59400000.0,98800000.0
2016,PT,Portugal,CEPA1,Protection of ambient air and climate,0.0,2300000.0,35300000.0,37600000.0,37600000.0
2016,DE,Germany,CEPA6,Protection of biodiversity and landscapes,171000000.0,,65700000.0,65700000.0,236700000.0
2017,DE,Germany,CEPA4,"Protection and remediation of soil, groundwater and surface water",,52000000.0,154000000.0,206000000.0,206000000.0
2019,EL,Greece,CEPA9,Other environmental protection activities,0.0,0.0,2300000.0,2300000.0,2300000.0
2019,SE,Sweden,CEPA4,"Protection and remediation of soil, groundwater and surface water",0.0,3100000.0,47600000.0,50700000.0,50700000.0
2017,HR,Croatia,CEPA2,Wastewater management,12700000.0,14200000.0,102500000.0,116700000.0,129400000.0
2021,HR,Croatia,CEPA2,Wastewater management,39400000.0,25500000.0,,25500000.0,64900000.0
2018,LV,Latvia,CEPA4,"Protection and remediation of soil, groundwater and surface water",0.0,1000000.0,4700000.0,5700000.0,5700000.0
2020,EL,Greece,CEPA9,Other environmental protection activities,0.0,0.0,2300000.0,2300000.0,2300000.0
2019,FI,Finland,CEPA2,Wastewater management,0.0,122000000.0,62900000.0,184900000.0,184900000.0
2018,BG,Bulgaria,CEPA2,Wastewater management,108900000.0,800000.0,15600000.0,16400000.0,125300000.0
2015,DE,Germany,CEPA4,"Protection and remediation of soil, groundwater and surface water",,53000000.0,43600000.0,96600000.0,96600000.0
2022,CH,Switzerland,CEPA3,Waste management,583900000.0,287300000.0,67400000.0,354700000.0,938600000.0
2015,SE,Sweden,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,44100000.0,,,0.0,44100000.0
2018,DE,Germany,CEPA3,Waste management,111400000.0,2001600000.0,384300000.0,2385900000.0,2497300000.0
2015,FI,Finland,CEPA4,"Protection and remediation of soil, groundwater and surface water",500000.0,2000000.0,,2000000.0,2500000.0
2018,LT,Lithuania,CEPA3,Waste management,5500000.0,13700000.0,3100000.0,16800000.0,22300000.0
2015,BG,Bulgaria,CEPA6,Protection of biodiversity and landscapes,300000.0,0.0,1700000.0,1700000.0,2000000.0
2017,LT,Lithuania,CEPA7,Protection against radiation (excluding external safety),39300000.0,0.0,0.0,0.0,39300000.0
2014,MT,Malta,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,1000000.0,0.0,0.0,0.0,1000000.0
2020,PT,Portugal,CEPA3,Waste management,25500000.0,199500000.0,,199500000.0,225000000.0
2014,PT,Portugal,CEPA6,Protection of biodiversity and landscapes,9800000.0,600000.0,,600000.0,10400000.0
2015,FI,Finland,CEPA3,Waste management,300000.0,156000000.0,,156000000.0,156300000.0
2019,BG,Bulgaria,CEPA1,Protection of ambient air and climate,100000.0,0.0,51300000.0,51300000.0,51400000.0
2022,PL,Poland,CEPA1,Protection of ambient air and climate,59300000.0,9700000.0,854100000.0,863800000.0,923100000.0
2014,BE,Belgium,CEPA2,Wastewater management,84600000.0,61000000.0,211000000.0,272000000.0,356600000.0
2018,HR,Croatia,CEPA3,Waste management,37100000.0,29000000.0,,29000000.0,66100000.0
2020,PT,Portugal,CEPA6,Protection of biodiversity and landscapes,6700000.0,39300000.0,,39300000.0,46000000.0
2014,LT,Lithuania,CEPA5,Noise and vibration abatement (excluding workplace protection),0.0,0.0,2500000.0,2500000.0,2500000.0
2018,AT,Austria,CEPA7,Protection against radiation (excluding external safety),100000.0,200000.0,0.0,200000.0,300000.0
2015,BE,Belgium,CEPA1,Protection of ambient air and climate,2700000.0,14300000.0,164700000.0,179000000.0,181700000.0
2014,EL,Greece,CEPA3,Waste management,394000000.0,56600000.0,8700000.0,65300000.0,459300000.0
2014,HR,Croatia,CEPA3,Waste management,54700000.0,22400000.0,4700000.0,27100000.0,81800000.0
2021,EL,Greece,CEPA1,Protection of ambient air and climate,0.0,0.0,6900000.0,6900000.0,6900000.0
2019,LV,Latvia,CEPA3,Waste management,29300000.0,31600000.0,1400000.0,33000000.0,62300000.0
2016,PL,Poland,CEPA4,"Protection and remediation of soil, groundwater and surface water",3300000.0,0.0,10400000.0,10400000.0,13700000.0
2017,PT,Portugal,CEPA4,"Protection and remediation of soil, groundwater and surface water",100000.0,2400000.0,5900000.0,8300000.0,8400000.0
2019,PL,Poland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,172700000.0,2800000.0,101200000.0,104000000.0,276700000.0
2014,DE,Germany,CEPA2,Wastewater management,1462000000.0,4777000000.0,1163000000.0,5940000000.0,7402000000.0
2022,SE,Sweden,CEPA4,"Protection and remediation of soil, groundwater and surface water",0.0,10800000.0,,10800000.0,10800000.0
2020,SI,Slovenia,CEPA6,Protection of biodiversity and landscapes,3600000.0,0.0,9500000.0,9500000.0,13100000.0
2018,EL,Greece,CEPA9,Other environmental protection activities,0.0,0.0,4900000.0,4900000.0,4900000.0
2021,HR,Croatia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,600000.0,0.0,,0.0,600000.0
2020,CH,Switzerland,CEPA5,Noise and vibration abatement (excluding workplace protection),24400000.0,0.0,67300000.0,67300000.0,91700000.0
2022,HR,Croatia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,600000.0,0.0,,0.0,600000.0
2014,PL,Poland,CEPA8,Environmental research and development,0.0,0.0,1700000.0,1700000.0,1700000.0
2021,EL,Greece,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,0.0,0.0,2100000.0,2100000.0,2100000.0
2021,SI,Slovenia,CEPA1,Protection of ambient air and climate,24900000.0,0.0,117900000.0,117900000.0,142800000.0
2016,HR,Croatia,CEPA3,Waste management,34800000.0,27100000.0,3800000.0,30900000.0,65700000.0
2017,BG,Bulgaria,CEPA9,Other environmental protection activities,1200000.0,0.0,4700000.0,4700000.0,5900000.0
2015,NO,Norway,CEPA9,Other environmental protection activities,2500000.0,,1000000.0,1000000.0,3500000.0
2018,AT,Austria,CEPA8,Environmental research and development,40100000.0,32800000.0,0.0,32800000.0,72900000.0
2015,CH,Switzerland,CEPA6,Protection of biodiversity and landscapes,35200000.0,10000000.0,,10000000.0,45200000.0
2022,PL,Poland,CEPA9,Other environmental protection activities,180600000.0,400000.0,135900000.0,136300000.0,316900000.0
2019,SE,Sweden,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,39700000.0,0.0,72500000.0,72500000.0,112200000.0
2015,BE,Belgium,CEPA2,Wastewater management,158700000.0,60600000.0,223800000.0,284400000.0,443100000.0
2021,EL,Greece,CEPA3,Waste management,245000000.0,116200000.0,4300000.0,120500000.0,365500000.0
2016,IE,Ireland,CEPA4,"Protection and remediation of soil, groundwater and surface water",7000000.0,100000.0,2400000.0,2500000.0,9500000.0
2016,SI,Slovenia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2018,SI,Slovenia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2015,SI,Slovenia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2014,SI,Slovenia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2016,FI,Finland,CEPA4,"Protection and remediation of soil, groundwater and surface water",1300000.0,5000000.0,,5000000.0,6300000.0
2022,BG,Bulgaria,CEPA3,Waste management,44800000.0,67700000.0,27400000.0,95100000.0,139900000.0
2017,SI,Slovenia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2020,HR,Croatia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2016,EL,Greece,CEPA9,Other environmental protection activities,0.0,0.0,2500000.0,2500000.0,2500000.0
2017,HR,Croatia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2022,HR,Croatia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2019,SI,Slovenia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,17400000.0,0.0,6000000.0,6000000.0,23400000.0
2016,HR,Croatia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2018,HR,Croatia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2021,HR,Croatia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2022,NO,Norway,CEPA3,Waste management,70800000.0,182600000.0,,182600000.0,253400000.0
2021,MT,Malta,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,0.0,0.0,0.0,0.0,0.0
2016,HR,Croatia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,100000.0,0.0,600000.0,600000.0,700000.0
2014,LT,Lithuania,CEPA2,Wastewater management,2900000.0,37700000.0,13400000.0,51100000.0,54000000.0
2018,IE,Ireland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,13200000.0,0.0,100000.0,100000.0,13300000.0
2021,IE,Ireland,CEPA112_122,Protection of climate and ozone layer,20900000.0,,,0.0,20900000.0
2017,IE,Ireland,CEPA2,Wastewater management,300800000.0,3600000.0,15000000.0,18600000.0,319400000.0
2018,CH,Switzerland,CEPA4,"Protection and remediation of soil, groundwater and surface water",30400000.0,1200000.0,,1200000.0,31600000.0
2018,LT,Lithuania,CEPA1,Protection of ambient air and climate,4700000.0,5500000.0,17600000.0,23100000.0,27800000.0
2018,BE,Belgium,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,31000000.0,42800000.0,78600000.0,121400000.0,152400000.0
2015,AT,Austria,CEPA5,Noise and vibration abatement (excluding workplace protection),0.0,2200000.0,19500000.0,21700000.0,21700000.0
2015,PL,Poland,CEPA5,Noise and vibration abatement (excluding workplace protection),31700000.0,0.0,52000000.0,52000000.0,83700000.0
2018,NO,Norway,CEPA5,Noise and vibration abatement (excluding workplace protection),12200000.0,0.0,,0.0,12200000.0
2018,CH,Switzerland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,47300000.0,24800000.0,,24800000.0,72100000.0
2018,DE,Germany,CEPA7,Protection against radiation (excluding external safety),4900000.0,,,0.0,4900000.0
2019,FI,Finland,CEPA6,Protection of biodiversity and landscapes,10000000.0,0.0,3000000.0,3000000.0,13000000.0
2018,NO,Norway,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,55700000.0,0.0,,0.0,55700000.0
2017,PL,Poland,CEPA6,Protection of biodiversity and landscapes,31800000.0,100000.0,200000.0,300000.0,32100000.0
2014,AT,Austria,CEPA9,Other environmental protection activities,,51600000.0,400000.0,52000000.0,52000000.0
2015,HR,Croatia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2014,HR,Croatia,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2020,BE,Belgium,CEPA9,Other environmental protection activities,44700000.0,23200000.0,29100000.0,52300000.0,97000000.0
2014,DE,Germany,CEPA9,Other environmental protection activities,31000000.0,,,0.0,31000000.0
2022,AT,Austria,CEPA1,Protection of ambient air and climate,5000000.0,20800000.0,,20800000.0,25800000.0
2015,AT,Austria,CEPA2,Wastewater management,8700000.0,118200000.0,25600000.0,143800000.0,152500000.0
2014,LT,Lithuania,CEPA1,Protection of ambient air and climate,1100000.0,15100000.0,88500000.0,103600000.0,104700000.0
2018,RO,Romania,CEPA9,Other environmental protection activities,7500000.0,0.0,33900000.0,33900000.0,41400000.0
2022,LT,Lithuania,CEPA5,Noise and vibration abatement (excluding workplace protection),0.0,0.0,6800000.0,6800000.0,6800000.0
2021,PT,Portugal,CEPA1,Protection of ambient air and climate,0.0,12900000.0,,12900000.0,12900000.0
2018,BE,Belgium,CEPA8,Environmental research and development,3300000.0,2200000.0,50500000.0,52700000.0,56000000.0
2019,BG,Bulgaria,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,4000000.0,200000.0,6700000.0,6900000.0,10900000.0
2018,PT,Portugal,CEPA8,Environmental research and development,55900000.0,16900000.0,0.0,16900000.0,72800000.0
2016,DE,Germany,CEPA9,Other environmental protection activities,35000000.0,,,0.0,35000000.0
2022,DE,Germany,CEPA8,Environmental research and development,501000000.0,0.0,,0.0,501000000.0
2016,RO,Romania,CEPA6,Protection of biodiversity and landscapes,0.0,0.0,3300000.0,3300000.0,3300000.0
2014,FI,Finland,CEPA5,Noise and vibration abatement (excluding workplace protection),11000000.0,0.0,,0.0,11000000.0
2017,IE,Ireland,CEPA9,Other environmental protection activities,12100000.0,,600000.0,600000.0,12700000.0
2021,PL,Poland,CEPA9,Other environmental protection activities,167300000.0,400000.0,89900000.0,90300000.0,257600000.0
2021,LV,Latvia,CEPA4,"Protection and remediation of soil, groundwater and surface water",0.0,2500000.0,1400000.0,3900000.0,3900000.0
2021,MT,Malta,CEPA2,Wastewater management,0.0,22700000.0,200000.0,22900000.0,22900000.0
2019,LT,Lithuania,CEPA7,Protection against radiation (excluding external safety),19900000.0,0.0,0.0,0.0,19900000.0
2018,MT,Malta,CEPA2,Wastewater management,0.0,22700000.0,200000.0,22900000.0,22900000.0
2020,SI,Slovenia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,15500000.0,0.0,6900000.0,6900000.0,22400000.0
2019,EL,Greece,CEPA3,Waste management,239000000.0,38700000.0,2200000.0,40900000.0,279900000.0
2020,DE,Germany,CEPA6,Protection of biodiversity and landscapes,190000000.0,0.0,84000000.0,84000000.0,274000000.0
2022,RO,Romania,CEPA3,Waste management,63300000.0,171900000.0,19300000.0,191200000.0,254500000.0
2019,LT,Lithuania,CEPA2,Wastewater management,2400000.0,63300000.0,7700000.0,71000000.0,73400000.0
2018,NO,Norway,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2019,NO,Norway,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2022,FI,Finland,CEPA1,Protection of ambient air and climate,100000.0,0.0,345100000.0,345100000.0,345200000.0
2020,NO,Norway,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2021,NO,Norway,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2022,NO,Norway,CEPA112_122,Protection of climate and ozone layer,,,,0.0,0.0
2022,NO,Norway,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,17600000.0,0.0,,0.0,17600000.0
2021,HR,Croatia,CEPA1,Protection of ambient air and climate,700000.0,0.0,,0.0,700000.0
2017,HR,Croatia,CEPA1,Protection of ambient air and climate,500000.0,200000.0,27500000.0,27700000.0,28200000.0
2020,HR,Croatia,CEPA4,"Protection and remediation of soil, groundwater and surface water",20800000.0,200000.0,,200000.0,21000000.0
2022,HR,Croatia,CEPA1,Protection of ambient air and climate,700000.0,0.0,,0.0,700000.0
2020,FI,Finland,CEPA9,Other environmental protection activities,11600000.0,0.0,2200000.0,2200000.0,13800000.0
2017,IE,Ireland,CEPA112_122,Protection of climate and ozone layer,13900000.0,,,0.0,13900000.0
2021,SE,Sweden,CEPA3,Waste management,1104500000.0,191600000.0,50300000.0,241900000.0,1346400000.0
2021,BE,Belgium,CEPA4,"Protection and remediation of soil, groundwater and surface water",30800000.0,39800000.0,35900000.0,75700000.0,106500000.0
2022,BE,Belgium,CEPA8,Environmental research and development,7600000.0,4200000.0,77600000.0,81800000.0,89400000.0
2018,LV,Latvia,CEPA9,Other environmental protection activities,6200000.0,0.0,500000.0,500000.0,6700000.0
2018,IE,Ireland,CEPA3,Waste management,35100000.0,38400000.0,25600000.0,64000000.0,99100000.0
2017,MT,Malta,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,600000.0,0.0,0.0,0.0,600000.0
2019,MT,Malta,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,600000.0,0.0,0.0,0.0,600000.0
2015,PL,Poland,CEPA6,Protection of biodiversity and landscapes,10100000.0,0.0,1600000.0,1600000.0,11700000.0
2019,BG,Bulgaria,CEPA9,Other environmental protection activities,800000.0,200000.0,5900000.0,6100000.0,6900000.0
2020,NO,Norway,CEPA2,Wastewater management,659000000.0,36900000.0,,36900000.0,695900000.0
2022,DE,Germany,CEPA4,"Protection and remediation of soil, groundwater and surface water",44500000.0,105000000.0,260600000.0,365600000.0,410100000.0
2021,LT,Lithuania,CEPA3,Waste management,2900000.0,135500000.0,600000.0,136100000.0,139000000.0
2019,PT,Portugal,CEPA4,"Protection and remediation of soil, groundwater and surface water",0.0,3000000.0,20000000.0,23000000.0,23000000.0
2022,LV,Latvia,CEPA9,Other environmental protection activities,8500000.0,,200000.0,200000.0,8700000.0
2017,PT,Portugal,CEPA9,Other environmental protection activities,14200000.0,400000.0,0.0,400000.0,14600000.0
2015,FI,Finland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,14400000.0,0.0,,0.0,14400000.0
2022,MT,Malta,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,300000.0,0.0,0.0,0.0,300000.0
2022,DE,Germany,CEPA9,Other environmental protection activities,53000000.0,0.0,,0.0,53000000.0
2020,DE,Germany,CEPA9,Other environmental protection activities,53000000.0,0.0,,0.0,53000000.0
2018,IE,Ireland,CEPA6,Protection of biodiversity and landscapes,500000.0,0.0,800000.0,800000.0,1300000.0
2015,NO,Norway,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,8400000.0,,1000000.0,1000000.0,9400000.0
2018,PL,Poland,CEPA8,Environmental research and development,100000.0,0.0,1800000.0,1800000.0,1900000.0
2014,EL,Greece,CEPA9,Other environmental protection activities,0.0,0.0,6700000.0,6700000.0,6700000.0
2014,LT,Lithuania,CEPA6,Protection of biodiversity and landscapes,16700000.0,0.0,0.0,0.0,16700000.0
2020,SE,Sweden,CEPA5,Noise and vibration abatement (excluding workplace protection),0.0,0.0,28500000.0,28500000.0,28500000.0
2021,AT,Austria,CEPA2,Wastewater management,3000000.0,513400000.0,,513400000.0,516400000.0
2018,AT,Austria,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,45000000.0,109300000.0,39200000.0,148500000.0,193500000.0
2019,PL,Poland,CEPA3,Waste management,45500000.0,152100000.0,19000000.0,171100000.0,216600000.0
2020,IE,Ireland,CEPA3,Waste management,20100000.0,35000000.0,,35000000.0,55100000.0
2019,BE,Belgium,CEPA8,Environmental research and development,4100000.0,3200000.0,55500000.0,58700000.0,62800000.0
2019,PL,Poland,CEPA2,Wastewater management,777700000.0,537800000.0,115300000.0,653100000.0,1430800000.0
2022,LV,Latvia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,8500000.0,0.0,200000.0,200000.0,8700000.0
2017,AT,Austria,CEPA1,Protection of ambient air and climate,0.0,13900000.0,131800000.0,145700000.0,145700000.0
2021,EL,Greece,CEPA2,Wastewater management,73000000.0,2200000.0,3400000.0,5600000.0,78600000.0
2016,DE,Germany,CEPA112_122,Protection of climate and ozone layer,,,201700000.0,201700000.0,201700000.0
2020,PL,Poland,CEPA8,Environmental research and development,0.0,0.0,1200000.0,1200000.0,1200000.0
2021,SI,Slovenia,CEPA6,Protection of biodiversity and landscapes,7600000.0,0.0,13700000.0,13700000.0,21300000.0
2020,RO,Romania,CEPA5,Noise and vibration abatement (excluding workplace protection),800000.0,0.0,1800000.0,1800000.0,2600000.0
2019,AT,Austria,CEPA4,"Protection and remediation of soil, groundwater and surface water",1900000.0,86000000.0,4200000.0,90200000.0,92100000.0
2017,RO,Romania,CEPA2,Wastewater management,165700000.0,1000000.0,44200000.0,45200000.0,210900000.0
2019,IE,Ireland,CEPA8,Environmental research and development,2600000.0,,0.0,0.0,2600000.0
2020,PL,Poland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,179500000.0,1800000.0,94000000.0,95800000.0,275300000.0
2019,SI,Slovenia,CEPA6,Protection of biodiversity and landscapes,2800000.0,0.0,5800000.0,5800000.0,8600000.0
2019,LT,Lithuania,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,38100000.0,0.0,100000.0,100000.0,38200000.0
2016,CH,Switzerland,CEPA2,Wastewater management,508300000.0,183300000.0,68900000.0,252200000.0,760500000.0
2018,HR,Croatia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,400000.0,0.0,,0.0,400000.0
2019,HR,Croatia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,400000.0,0.0,,0.0,400000.0
2014,CH,Switzerland,CEPA3,Waste management,448900000.0,127100000.0,72700000.0,199800000.0,648700000.0
2017,AT,Austria,CEPA8,Environmental research and development,,23400000.0,0.0,23400000.0,23400000.0
2017,LT,Lithuania,CEPA1,Protection of ambient air and climate,5100000.0,10500000.0,13500000.0,24000000.0,29100000.0
2021,PL,Poland,CEPA8,Environmental research and development,200000.0,0.0,1700000.0,1700000.0,1900000.0
2022,RO,Romania,CEPA6,Protection of biodiversity and landscapes,100000.0,100000.0,3000000.0,3100000.0,3200000.0
2021,BG,Bulgaria,CEPA6,Protection of biodiversity and landscapes,1500000.0,0.0,100000.0,100000.0,1600000.0
2021,LV,Latvia,CEPA9,Other environmental protection activities,8500000.0,,0.0,0.0,8500000.0
2017,RO,Romania,CEPA4,"Protection and remediation of soil, groundwater and surface water",1700000.0,700000.0,35600000.0,36300000.0,38000000.0
2015,BE,Belgium,CEPA7,Protection against radiation (excluding external safety),0.0,15400000.0,0.0,15400000.0,15400000.0
2020,SI,Slovenia,CEPA3,Waste management,9500000.0,10900000.0,69000000.0,79900000.0,89400000.0
2019,BE,Belgium,CEPA6,Protection of biodiversity and landscapes,83300000.0,9400000.0,2000000.0,11400000.0,94700000.0
2016,AT,Austria,CEPA8,Environmental research and development,,15500000.0,0.0,15500000.0,15500000.0
2022,BG,Bulgaria,CEPA4,"Protection and remediation of soil, groundwater and surface water",1000000.0,0.0,400000.0,400000.0,1400000.0
2021,BE,Belgium,CEPA9,Other environmental protection activities,39000000.0,23100000.0,32400000.0,55500000.0,94500000.0
2017,PT,Portugal,CEPA6,Protection of biodiversity and landscapes,7300000.0,2400000.0,12500000.0,14900000.0,22200000.0
2015,NO,Norway,CEPA5,Noise and vibration abatement (excluding workplace protection),11500000.0,,700000.0,700000.0,12200000.0
2021,IE,Ireland,CEPA2,Wastewater management,499000000.0,3000000.0,,3000000.0,502000000.0
2022,LV,Latvia,CEPA3,Waste management,6600000.0,63100000.0,700000.0,63800000.0,70400000.0
2020,LT,Lithuania,CEPA6,Protection of biodiversity and landscapes,8600000.0,500000.0,0.0,500000.0,9100000.0
2017,FI,Finland,CEPA2,Wastewater management,100000.0,125000000.0,79000000.0,204000000.0,204100000.0
2015,PT,Portugal,CEPA4,"Protection and remediation of soil, groundwater and surface water",0.0,5000000.0,5900000.0,10900000.0,10900000.0
2017,CH,Switzerland,CEPA9,Other environmental protection activities,,9500000.0,,9500000.0,9500000.0
2021,MT,Malta,CEPA6,Protection of biodiversity and landscapes,1400000.0,0.0,0.0,0.0,1400000.0
2017,PT,Portugal,CEPA8,Environmental research and development,53500000.0,11200000.0,0.0,11200000.0,64700000.0
2019,PL,Poland,CEPA1,Protection of ambient air and climate,36400000.0,4300000.0,829300000.0,833600000.0,870000000.0
2018,BG,Bulgaria,CEPA4,"Protection and remediation of soil, groundwater and surface water",1200000.0,0.0,3400000.0,3400000.0,4600000.0
2016,CH,Switzerland,CEPA5,Noise and vibration abatement (excluding workplace protection),21600000.0,0.0,,0.0,21600000.0
2016,BG,Bulgaria,CEPA4,"Protection and remediation of soil, groundwater and surface water",9600000.0,0.0,2300000.0,2300000.0,11900000.0
2022,NO,Norway,CEPA2,Wastewater management,654800000.0,43200000.0,,43200000.0,698000000.0
2014,LT,Lithuania,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,81500000.0,100000.0,600000.0,700000.0,82200000.0
2017,CH,Switzerland,CEPA3,Waste management,482900000.0,221200000.0,48600000.0,269800000.0,752700000.0
2022,EL,Greece,CEPA9,Other environmental protection activities,0.0,0.0,4700000.0,4700000.0,4700000.0
2014,PL,Poland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,74600000.0,1400000.0,93300000.0,94700000.0,169300000.0
2015,HR,Croatia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,200000.0,0.0,400000.0,400000.0,600000.0
2017,HR,Croatia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,100000.0,0.0,500000.0,500000.0,600000.0
2016,FI,Finland,CEPA6,Protection of biodiversity and landscapes,10800000.0,0.0,,0.0,10800000.0
